code,name,display
2846.T,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信 (2846.T)
2847.T,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ (2847.T)
2848.T,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ (2848.T)
2849.T,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ (2849.T)
284A.T,フクヤ建設,フクヤ建設 (284A.T)
2851.T,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ (2851.T)
2852.T,ｉシェアーズ　グリーンＪリート　ＥＴＦ,ｉシェアーズ　グリーンＪリート　ＥＴＦ (2852.T)
2853.T,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり） (2853.T)
2854.T,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ (2854.T)
2855.T,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ (2855.T)
2856.T,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり） (2856.T)
2857.T,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり） (2857.T)
2858.T,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型） (2858.T)
2859.T,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信 (2859.T)
285A.T,キオクシアホールディングス,キオクシアホールディングス (285A.T)
2860.T,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信 (2860.T)
2861.T,上場インデックスファンドフランス国債（為替ヘッジなし）,上場インデックスファンドフランス国債（為替ヘッジなし） (2861.T)
2862.T,上場インデックスファンドフランス国債（為替ヘッジあり）,上場インデックスファンドフランス国債（為替ヘッジあり） (2862.T)
2864.T,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ (2864.T)
2865.T,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ (2865.T)
2866.T,グローバルＸ　米国優先証券　ＥＴＦ,グローバルＸ　米国優先証券　ＥＴＦ (2866.T)
2867.T,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ (2867.T)
2868.T,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ (2868.T)
2869.T,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ (2869.T)
286A.T,ユカリア,ユカリア (286A.T)
2870.T,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース (2870.T)
2871.T,ニチレイ,ニチレイ (2871.T)
2872.T,セイヒョー,セイヒョー (2872.T)
2874.T,横浜冷凍,横浜冷凍 (2874.T)
2875.T,東洋水産,東洋水産 (2875.T)
2876.T,デルソーレ,デルソーレ (2876.T)
2877.T,日東ベスト,日東ベスト (2877.T)
287A.T,黒田グループ,黒田グループ (287A.T)
2882.T,イートアンドホールディングス,イートアンドホールディングス (2882.T)
2883.T,大冷,大冷 (2883.T)
2884.T,ヨシムラ・フード・ホールディングス,ヨシムラ・フード・ホールディングス (2884.T)
288A.T,ラクサス・テクノロジーズ,ラクサス・テクノロジーズ (288A.T)
2892.T,日本食品化工,日本食品化工 (2892.T)
2894.T,石井食品,石井食品 (2894.T)
2897.T,日清食品ホールディングス,日清食品ホールディングス (2897.T)
2901.T,ウェルディッシュ,ウェルディッシュ (2901.T)
2903.T,シノブフーズ,シノブフーズ (2903.T)
2904.T,一正蒲鉾,一正蒲鉾 (2904.T)
2907.T,あじかん,あじかん (2907.T)
2908.T,フジッコ,フジッコ (2908.T)
290A.T,Ｓｙｎｓｐｅｃｔｉｖｅ,Ｓｙｎｓｐｅｃｔｉｖｅ (290A.T)
2910.T,ロック・フィールド,ロック・フィールド (2910.T)
2911.T,旭松食品,旭松食品 (2911.T)
2914.T,日本たばこ産業,日本たばこ産業 (2914.T)
2915.T,ケンコーマヨネーズ,ケンコーマヨネーズ (2915.T)
2916.T,仙波糖化工業,仙波糖化工業 (2916.T)
2917.T,大森屋,大森屋 (2917.T)
2918.T,わらべや日洋ホールディングス,わらべや日洋ホールディングス (2918.T)
291A.T,リスキル,リスキル (291A.T)
2922.T,なとり,なとり (2922.T)
2923.T,サトウ食品,サトウ食品 (2923.T)
2924.T,イフジ産業,イフジ産業 (2924.T)
2926.T,篠崎屋,篠崎屋 (2926.T)
2927.T,ＡＦＣ－ＨＤアムスライフサイエンス,ＡＦＣ－ＨＤアムスライフサイエンス (2927.T)
2929.T,ファーマフーズ,ファーマフーズ (2929.T)
292A.T,エスアイイー,エスアイイー (292A.T)
2930.T,北の達人コーポレーション,北の達人コーポレーション (2930.T)
2931.T,ユーグレナ,ユーグレナ (2931.T)
2932.T,ＳＴＩフードホールディングス,ＳＴＩフードホールディングス (2932.T)
2933.T,紀文食品,紀文食品 (2933.T)
2934.T,ジェイフロンティア,ジェイフロンティア (2934.T)
2935.T,ピックルスホールディングス,ピックルスホールディングス (2935.T)
2936.T,ベースフード,ベースフード (2936.T)
2937.T,サンクゼール,サンクゼール (2937.T)
2938.T,オカムラ食品工業,オカムラ食品工業 (2938.T)
293A.T,ＢＡＢＹ　ＪＯＢ,ＢＡＢＹ　ＪＯＢ (293A.T)
294A.T,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信 (294A.T)
295A.T,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス (295A.T)
2961.T,日本調理機,日本調理機 (2961.T)
2962.T,テクニスコ,テクニスコ (2962.T)
296A.T,令和アカウンティング・ホールディングス,令和アカウンティング・ホールディングス (296A.T)
2970.T,ＧＬＣ　ＧＲＯＵＰ,ＧＬＣ　ＧＲＯＵＰ (2970.T)
2971.T,エスコンジャパンリート投資法人,エスコンジャパンリート投資法人 (2971.T)
2972.T,サンケイリアルエステート投資法人,サンケイリアルエステート投資法人 (2972.T)
2975.T,スター・マイカ・ホールディングス,スター・マイカ・ホールディングス (2975.T)
2978.T,ツクルバ,ツクルバ (2978.T)
2979.T,ＳＯＳｉＬＡ物流リート投資法人,ＳＯＳｉＬＡ物流リート投資法人 (2979.T)
297A.T,アルピコホールディングス,アルピコホールディングス (297A.T)
2980.T,ＳＲＥホールディングス,ＳＲＥホールディングス (2980.T)
2981.T,ランディックス,ランディックス (2981.T)
2982.T,ＡＤワークスグループ,ＡＤワークスグループ (2982.T)
2983.T,アールプランナー,アールプランナー (2983.T)
2984.T,ヤマイチエステート,ヤマイチエステート (2984.T)
2985.T,ファーストステージ,ファーストステージ (2985.T)
2986.T,ＬＡホールディングス,ＬＡホールディングス (2986.T)
2989.T,東海道リート投資法人,東海道リート投資法人 (2989.T)
298A.T,ＧＶＡ　ＴＥＣＨ,ＧＶＡ　ＴＥＣＨ (298A.T)
2990.T,アイダ設計,アイダ設計 (2990.T)
2991.T,ランドネット,ランドネット (2991.T)
2992.T,アーバンライク,アーバンライク (2992.T)
2993.T,長栄,長栄 (2993.T)
2994.T,アンサーホールディングス,アンサーホールディングス (2994.T)
2995.T,ジェイレックス・コーポレーション,ジェイレックス・コーポレーション (2995.T)
2997.T,ストレージ王,ストレージ王 (2997.T)
2998.T,クリアル,クリアル (2998.T)
2999.T,ホームポジション,ホームポジション (2999.T)
299A.T,クラシル,クラシル (299A.T)
3001.T,片倉工業,片倉工業 (3001.T)
3002.T,グンゼ,グンゼ (3002.T)
3003.T,ヒューリック,ヒューリック (3003.T)
3004.T,神栄,神栄 (3004.T)
300A.T,ＭＩＣ,ＭＩＣ (300A.T)
3010.T,ポラリス・ホールディングス,ポラリス・ホールディングス (3010.T)
3011.T,バナーズ,バナーズ (3011.T)
301A.T,インデックス,インデックス (301A.T)
3020.T,アプライド,アプライド (3020.T)
3021.T,パシフィックネット,パシフィックネット (3021.T)
3023.T,ラサ商事,ラサ商事 (3023.T)
3024.T,クリエイト,クリエイト (3024.T)
3028.T,アルペン,アルペン (3028.T)
302A.T,ビースタイルホールディングス,ビースタイルホールディングス (302A.T)
3030.T,ハブ,ハブ (3030.T)
3031.T,ラクーンホールディングス,ラクーンホールディングス (3031.T)
3034.T,クオールホールディングス,クオールホールディングス (3034.T)
3035.T,ケイティケイ,ケイティケイ (3035.T)
3036.T,アルコニックス,アルコニックス (3036.T)
3038.T,神戸物産,神戸物産 (3038.T)
303A.T,ｖｉｓｕｍｏ,ｖｉｓｕｍｏ (303A.T)
3040.T,ソリトンシステムズ,ソリトンシステムズ (3040.T)
3041.T,ビューティカダンホールディングス,ビューティカダンホールディングス (3041.T)
3042.T,セキュアヴェイル,セキュアヴェイル (3042.T)
3045.T,カワサキ,カワサキ (3045.T)
3046.T,ジンズホールディングス,ジンズホールディングス (3046.T)
3048.T,ビックカメラ,ビックカメラ (3048.T)
304A.T,フォルシア,フォルシア (304A.T)
3050.T,ＤＣＭホールディングス,ＤＣＭホールディングス (3050.T)
3053.T,ペッパーフードサービス,ペッパーフードサービス (3053.T)
3054.T,ハイパー,ハイパー (3054.T)
3058.T,三洋堂ホールディングス,三洋堂ホールディングス (3058.T)
3059.T,ヒラキ,ヒラキ (3059.T)
305A.T,ダブルツリー,ダブルツリー (305A.T)
3063.T,ジェイグループホールディングス,ジェイグループホールディングス (3063.T)
3064.T,ＭｏｎｏｔａＲＯ,ＭｏｎｏｔａＲＯ (3064.T)
3065.T,ライフフーズ,ライフフーズ (3065.T)
3067.T,東京一番フーズ,東京一番フーズ (3067.T)
3068.T,ＷＤＩ,ＷＤＩ (3068.T)
3069.T,ＪＦＬＡホールディングス,ＪＦＬＡホールディングス (3069.T)
3070.T,ジェリービーンズグループ,ジェリービーンズグループ (3070.T)
3071.T,ストリーム,ストリーム (3071.T)
3075.T,銚子丸,銚子丸 (3075.T)
3076.T,あい　ホールディングス,あい　ホールディングス (3076.T)
3077.T,ホリイフードサービス,ホリイフードサービス (3077.T)
3079.T,ディーブイエックス,ディーブイエックス (3079.T)
307A.T,ハウジング・スタッフ,ハウジング・スタッフ (307A.T)
3080.T,ジェーソン,ジェーソン (3080.T)
3082.T,きちりホールディングス,きちりホールディングス (3082.T)
3083.T,スターシーズ,スターシーズ (3083.T)
3086.T,Ｊ．フロント　リテイリング,Ｊ．フロント　リテイリング (3086.T)
3087.T,ドトール・日レスホールディングス,ドトール・日レスホールディングス (3087.T)
3088.T,マツキヨココカラ＆カンパニー,マツキヨココカラ＆カンパニー (3088.T)
3089.T,テクノアルファ,テクノアルファ (3089.T)
308A.T,ぽすとめいとホールディングス,ぽすとめいとホールディングス (308A.T)
3091.T,ブロンコビリー,ブロンコビリー (3091.T)
3092.T,ＺＯＺＯ,ＺＯＺＯ (3092.T)
3093.T,トレジャー・ファクトリー,トレジャー・ファクトリー (3093.T)
3096.T,オーシャンシステム,オーシャンシステム (3096.T)
3097.T,物語コーポレーション,物語コーポレーション (3097.T)
3099.T,三越伊勢丹ホールディングス,三越伊勢丹ホールディングス (3099.T)
309A.T,コスモス調剤,コスモス調剤 (309A.T)
3101.T,東洋紡,東洋紡 (3101.T)
3103.T,ユニチカ,ユニチカ (3103.T)
3104.T,富士紡ホールディングス,富士紡ホールディングス (3104.T)
3105.T,日清紡ホールディングス,日清紡ホールディングス (3105.T)
3106.T,倉敷紡績,倉敷紡績 (3106.T)
3107.T,ダイワボウホールディングス,ダイワボウホールディングス (3107.T)
3109.T,シキボウ,シキボウ (3109.T)
310A.T,サーティーフォー,サーティーフォー (310A.T)
3110.T,日東紡績,日東紡績 (3110.T)
3111.T,オーミケンシ,オーミケンシ (3111.T)
3113.T,ＵＮＩＶＡ・Ｏａｋホールディングス,ＵＮＩＶＡ・Ｏａｋホールディングス (3113.T)
3116.T,トヨタ紡織,トヨタ紡織 (3116.T)
311A.T,ＮＰＴ,ＮＰＴ (311A.T)
3121.T,マーチャント・バンカーズ,マーチャント・バンカーズ (3121.T)
3123.T,サイボー,サイボー (3123.T)
312A.T,シンコーホールディングス,シンコーホールディングス (312A.T)
3131.T,シンデン・ハイテックス,シンデン・ハイテックス (3131.T)
3132.T,マクニカホールディングス,マクニカホールディングス (3132.T)
3133.T,海帆,海帆 (3133.T)
3134.T,Ｈａｍｅｅ,Ｈａｍｅｅ (3134.T)
3135.T,マーケットエンタープライズ,マーケットエンタープライズ (3135.T)
3137.T,ファンデリー,ファンデリー (3137.T)
3138.T,富士山マガジンサービス,富士山マガジンサービス (3138.T)
3139.T,ラクト・ジャパン,ラクト・ジャパン (3139.T)
313A.T,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ (313A.T)
3140.T,ＢＲＵＮＯ,ＢＲＵＮＯ (3140.T)
3143.T,オーウイル,オーウイル (3143.T)
3148.T,クリエイトＳＤホールディングス,クリエイトＳＤホールディングス (3148.T)
314A.T,ｉシェアーズ　ゴールド　ＥＴＦ,ｉシェアーズ　ゴールド　ＥＴＦ (314A.T)
3150.T,グリムス,グリムス (3150.T)
3151.T,バイタルケーエスケー・ホールディングス,バイタルケーエスケー・ホールディングス (3151.T)
